HEROP_ID,FIPS,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US42089,42089,,,,,,
050US12049,12049,830.39,10993.37,,134.0,1774.0,
050US12077,12077,895.07,15311.37,,47.0,804.0,
050US12013,12013,644.27,6132.08,,56.0,533.0,
050US12047,12047,749.79,15140.89,,62.0,1252.0,
050US12129,12129,380.13,4091.74,,89.0,958.0,
050US29095,29095,157.9,1344.18,,735.0,6257.0,
050US29033,29033,,,,,,
050US29029,29029,,,,,,
050US29123,29123,,,,,,
050US29023,29023,,,,,,
050US29103,29103,,,,,,
050US29171,29171,,,,,,
050US29157,29157,,,,,,
050US29003,29003,,,,,,
050US25017,25017,59.98,271.08,,656.0,2965.0,
050US26003,26003,,,,,,
050US26063,26063,,,,,,
050US26129,26129,,,,,,
050US26109,26109,,,,,,
050US26073,26073,,,,,,
050US26055,26055,,,,,,
050US26013,26013,,,,,,
050US26141,26141,,,,,,
050US48063,48063,316.75,9238.48,,24.0,700.0,
050US48115,48115,508.32,10306.27,,40.0,811.0,
050US48287,48287,574.81,10063.67,,65.0,1138.0,
050US27075,27075,,,,,,
050US72147,72147,,,,,,
050US72047,72047,,,,,,
050US72141,72141,,,,,,
050US72031,72031,,,,,,
050US72039,72039,,,,,,
050US72033,72033,,,,,,
050US04009,4009,,,,,,
050US04007,4007,,,,,,
050US04021,4021,,,,,,
050US15009,15009,,,,,,
050US15007,15007,,,,,,
050US16039,16039,,,,,,
050US27137,27137,,,,,,
050US27061,27061,,,,,,
050US27145,27145,,,,,,
050US27103,27103,,,,,,
050US27127,27127,,,,,,
050US27097,27097,,,,,,
050US27089,27089,,,,,,
050US27147,27147,,,,,,
050US27031,27031,,,,,,
050US27011,27011,,,,,,
050US38105,38105,346.04,14273.94,,84.0,3465.0,
050US38019,38019,,,,,,
050US22069,22069,,,,,,
050US22063,22063,735.42,4509.59,,712.0,4366.0,
050US22099,22099,628.62,3561.14,,203.0,1150.0,
050US22015,22015,1382.03,10187.34,,1142.0,8418.0,
050US22127,22127,1745.84,9881.24,,147.0,832.0,
050US22079,22079,1048.5,8304.91,,833.0,6598.0,
050US22091,22091,866.97,38565.02,,58.0,2580.0,
050US22115,22115,532.38,7332.53,,163.0,2245.0,
050US22001,22001,510.32,6978.12,,181.0,2475.0,
050US22045,22045,769.12,6889.48,,330.0,2956.0,
050US22025,22025,15172.29,121359.76,,819.0,6551.0,
050US22047,22047,547.18,6473.26,,106.0,1254.0,
050US38099,38099,,,,,,
050US38071,38071,,,,,,
050US38031,38031,,,,,,
050US38085,38085,,,,,,
050US54013,54013,562.36,3902.46,,330.0,2290.0,
050US54007,54007,562.36,3902.46,,330.0,2290.0,
050US22081,22081,1170.75,12083.06,,53.0,547.0,
050US28045,28045,,,,,,
050US48407,48407,465.83,9776.52,,79.0,1658.0,
050US48387,48387,493.13,13777.64,,33.0,922.0,
050US48055,48055,426.15,7651.76,,135.0,2424.0,
050US45035,45035,,,,,,
050US45083,45083,399.77,4334.82,,893.0,9683.0,
050US45073,45073,431.7,3930.93,,208.0,1894.0,
050US45047,45047,,,,,,
050US45079,45079,,,,,,
050US45031,45031,,,,,,
050US45057,45057,,,,,,
050US45055,45055,303.97,6174.31,,128.0,2600.0,
050US45049,45049,,,,,,
050US45067,45067,,,,,,
050US21065,21065,786.28,5058.35,,667.0,4291.0,
050US22055,22055,464.35,3847.32,,750.0,6214.0,
050US47003,47003,849.23,9740.76,,285.0,3269.0,
050US47035,47035,426.49,12464.58,,146.0,4267.0,
050US47053,47053,710.02,10838.83,,226.0,3450.0,
050US47159,47159,724.53,11803.77,,96.0,1564.0,
050US47165,47165,538.82,7168.86,,709.0,9433.0,
050US47149,47149,412.14,4814.66,,1022.0,11939.0,
050US46123,46123,,,,,,
050US46093,46093,,,,,,
050US46071,46071,,,,,,
050US46075,46075,,,,,,
050US47065,47065,453.27,6731.27,,1089.0,16172.0,
050US47089,47089,431.08,7485.91,,156.0,2709.0,
050US47005,47005,763.12,11796.5,,72.0,1113.0,
050US47185,47185,704.75,11420.48,,122.0,1977.0,
050US47041,47041,412.39,14006.15,,55.0,1868.0,
050US47001,47001,,,,,,
050US47029,47029,458.47,13652.79,,104.0,3097.0,
050US47145,47145,485.31,10416.36,,164.0,3520.0,
050US47009,47009,391.76,5493.74,,344.0,4824.0,
050US47147,47147,855.66,7776.11,,421.0,3826.0,
050US47141,47141,403.61,6948.59,,222.0,3822.0,
050US47043,47043,719.48,9665.99,,260.0,3493.0,
050US47011,47011,666.43,8291.28,,478.0,5947.0,
050US46085,46085,,,,,,
050US47091,47091,978.58,9812.22,,111.0,1113.0,
050US20001,20001,,,,,,
050US47135,47135,1417.62,15325.67,,74.0,800.0,
050US47183,47183,462.18,6067.82,,101.0,1326.0,
050US47143,47143,1197.86,14350.81,,255.0,3055.0,
050US47127,47127,503.72,9186.86,,21.0,383.0,
050US47175,47175,1380.78,22676.58,,52.0,854.0,
050US56033,56033,,,,,,
050US56003,56003,,,,,,
050US54107,54107,683.39,4171.32,213.48,1559.0,9516.0,487.0
050US54059,54059,981.27,6492.86,71.63,548.0,3626.0,40.0
050US54011,54011,379.73,2832.23,,554.0,4132.0,
050US54067,54067,562.36,3902.46,,330.0,2290.0,
050US54083,54083,487.33,3496.38,,401.0,2877.0,
050US54003,54003,339.56,3229.21,,457.0,4346.0,
050US54053,54053,379.73,2832.23,,554.0,4132.0,
050US54041,54041,562.36,3902.46,,330.0,2290.0,
050US54073,54073,683.39,4171.32,213.48,1559.0,9516.0,487.0
050US54027,54027,444.99,3114.9,,219.0,1533.0,
050US13219,13219,279.48,4780.64,,76.0,1300.0,
050US13237,13237,439.85,7587.42,,60.0,1035.0,
050US04012,4012,,,,,,
050US13201,13201,792.49,22395.07,,27.0,763.0,
050US51149,51149,434.65,4676.81,223.34,1431.88,15407.0,735.75
050US51157,51157,796.44,8116.47,,463.35,4722.0,
050US51067,51067,510.9,8587.73,90.43,932.17,15669.0,165.0
050US51087,51087,505.9,3746.75,,1265.03,9369.0,
050US51017,51017,711.96,8856.49,,103.54,1288.0,
050US51141,51141,716.36,5834.31,,73.67,600.0,
050US51177,51177,932.39,7321.4,,2276.16,17873.0,
050US51037,51037,663.23,7491.9,,45.06,509.0,
050US51109,51109,903.87,5276.3,,792.81,4628.0,
050US51101,51101,,,,,,
050US51033,51033,,,,,,
050US51181,51181,434.65,4676.81,223.34,1431.88,15407.0,735.75
050US51678,51678,621.02,7965.64,,143.14,1836.0,
050US13135,13135,322.64,3496.55,,2134.0,23127.0,
050US13103,13103,401.97,4801.65,,183.0,2186.0,
050US13067,13067,801.39,5719.02,,4215.0,30080.0,
050US13089,13089,324.62,3706.05,,1668.0,19043.0,
050US13153,13153,479.28,6440.18,,533.0,7162.0,
050US13229,13229,897.4,17185.51,,113.0,2164.0,
050US13077,13077,392.08,6379.6,,398.0,6476.0,
050US13317,13317,736.2,11498.69,,42.0,656.0,
050US13217,13217,602.04,4973.87,,470.0,3883.0,
050US13019,13019,560.25,15299.09,,65.0,1775.0,
050US19195,19195,,,,,,
050US19029,19029,,,,,,
050US20169,20169,,,,,,
050US21203,21203,709.5,14189.91,,73.0,1460.0,
050US21193,21193,1103.53,13009.13,,378.5,4462.0,
050US21069,21069,898.16,8363.72,,298.0,2775.0,
050US21183,21183,,,,,,
050US21175,21175,599.55,9091.08,,315.5,4784.0,
050US20105,20105,,,,,,
050US21063,21063,599.55,9091.08,,315.5,4784.0,
050US17097,17097,109.22,1581.38,,508.0,7355.0,
050US39035,39035,,,,,,
050US39075,39075,,,,,,
050US39095,39095,,,,,,
050US06071,6071,301.21,3725.51,,4408.0,54521.0,
050US06041,6041,173.36,3464.01,,269.0,5375.0,
050US36053,36053,152.38,1519.14,,66.0,658.0,
050US36029,36029,117.25,769.1,,715.0,4690.0,
050US06063,6063,257.04,11690.78,,27.0,1228.0,
050US06079,6079,245.75,4440.19,,442.0,7986.0,
050US36103,36103,95.98,272.1,,957.0,2713.0,
050US06009,6009,343.12,6014.1,,91.0,1595.0,
050US36065,36065,176.57,2840.55,,253.0,4070.0,
050US08035,8035,156.28,2402.13,,397.0,6102.0,
050US12057,12057,335.25,3849.89,,3404.0,39090.0,
050US12117,12117,293.16,3161.19,,936.0,10093.0,
050US09003,9003,,,,,,
050US12055,12055,1015.1,5826.96,,539.0,3094.0,
050US08013,8013,190.29,2204.18,,434.0,5027.0,
050US12031,12031,554.28,3740.74,,3715.0,25072.0,
050US12107,12107,880.74,7233.55,,385.0,3162.0,
050US08093,8093,173.13,8050.55,,20.0,930.0,
050US08055,8055,,,,,,
050US12109,12109,226.05,3320.31,,427.0,6272.0,
050US42045,42045,,,,,,
050US42111,42111,,,,,,
050US42103,42103,,,,,,
050US42027,42027,,,,,,
050US44003,44003,,,,,,
050US55059,55059,571.51,5478.94,,639.0,6126.0,
050US30027,30027,,,,,,
050US30081,30081,186.14,4230.08,,51.0,1159.0,
050US30049,30049,,,,,,
050US30087,30087,,,,,,
050US30001,30001,,,,,,
050US30013,30013,,,,,,
050US30007,30007,,,,,,
050US30055,30055,,,,,,
050US49057,49057,451.68,4883.96,,802.0,8672.0,
050US49049,49049,,,,,,
050US49017,49017,,,,,,
050US01003,1003,419.27,12573.39,,632.0,18953.0,
050US13079,13079,362.51,6563.96,,28.0,507.0,
050US13001,13001,884.25,13139.98,,100.0,1486.0,
050US28007,28007,,,,,,
050US13283,13283,787.6,27442.78,,32.0,1115.0,
050US48073,48073,572.33,6412.65,,181.0,2028.0,
050US34029,34029,,,,,,
050US34033,34033,872.35,7570.13,,357.0,3098.0,
050US35039,35039,,,,,,
050US35043,35043,,,,,,
050US28149,28149,,,,,,
050US35021,35021,,,,,,
050US01129,1129,,,,,,
050US53061,53061,109.51,3363.73,,615.0,18891.0,
050US51015,51015,569.48,3061.88,92.35,678.31,3647.0,110.0
050US53055,53055,,,,,,
050US51031,51031,887.19,9002.78,,1668.29,16929.0,
050US53063,53063,240.53,4050.89,,859.0,14467.0,
050US51051,51051,1935.6,13204.63,,3143.22,21443.0,
050US51195,51195,1935.6,13204.63,,3143.22,21443.0,
050US53015,53015,,,,,,
050US33009,33009,,,,,,
050US32019,32019,,,,,,
050US24017,24017,194.09,2232.53,,221.0,2542.0,
050US21095,21095,1558.41,12128.76,,244.0,1899.0,
050US21047,21047,1263.88,11500.42,,584.0,5314.0,
050US23013,23013,,,,,,
050US23015,23015,367.63,2729.65,,160.0,1188.0,
050US22035,22035,,,,,,
050US21027,21027,1407.14,10751.77,,181.0,1383.0,
050US21127,21127,599.55,9091.08,,315.5,4784.0,
050US21151,21151,786.28,5058.35,,667.0,4291.0,
050US21231,21231,1146.25,15829.99,,137.0,1892.0,
050US51191,51191,1935.6,13204.63,,3143.22,21443.0,
050US24025,24025,185.19,2101.22,,315.0,3574.0,
050US24015,24015,263.16,2691.86,,179.0,1831.0,
050US37089,37089,212.07,6327.16,,146.0,4356.0,
050US37027,37027,329.86,661.7,,167.0,335.0,
050US37133,37133,255.27,4819.86,,362.0,6835.0,
050US37067,37067,326.45,3104.29,,821.0,7807.0,
050US37193,37193,427.73,9141.55,,172.0,3676.0,
050US37111,37111,487.74,9526.86,,137.0,2676.0,
050US37117,37117,678.46,10184.96,,84.0,1261.0,
050US37059,37059,274.75,5569.17,,74.0,1500.0,
050US37103,37103,213.71,5930.54,,12.0,333.0,
050US32015,32015,,,,,,
050US28047,28047,565.16,4201.39,,765.0,5687.0,
050US28029,28029,,,,,,
050US28011,28011,,,,,,
050US28033,28033,145.31,8769.79,,185.0,11165.0,
050US28103,28103,,,,,,
050US28083,28083,,,,,,
050US28137,28137,,,,,,
050US48311,48311,,,,,,
050US16043,16043,,,,,,
050US16035,16035,,,,,,
050US16029,16029,,,,,,
050US16059,16059,,,,,,
050US16083,16083,,,,,,
050US16003,16003,,,,,,
050US16031,16031,,,,,,
050US48229,48229,2426.28,52706.23,,65.0,1412.0,
050US50009,50009,,,,,,
050US29113,29113,,,,,,
050US29013,29013,,,,,,
050US29205,29205,,,,,,
050US26115,26115,,,,,,
050US26125,26125,126.48,1421.2,,1047.0,11765.0,
050US26099,26099,160.59,2385.3,,912.0,13546.0,
050US26103,26103,,,,,,
050US18023,18023,967.58,6252.46,,197.0,1273.0,
050US48449,48449,742.96,9488.18,,144.0,1839.0,
050US72095,72095,,,,,,
050US27053,27053,88.65,3044.75,,743.0,25520.0,
050US27071,27071,,,,,,
050US27013,27013,,,,,,
050US27015,27015,,,,,,
050US27073,27073,,,,,,
050US37053,37053,230.56,5097.49,,46.0,1017.0,
050US38017,38017,,,,,,
050US37177,37177,,,,,,
050US48395,48395,688.23,8583.23,,70.0,873.0,
050US22013,22013,382.79,11985.22,,29.0,908.0,
050US22037,22037,2207.73,6866.75,,281.0,874.0,
050US22053,22053,830.19,7330.82,,165.0,1457.0,
050US22039,22039,,,,,,
050US22009,22009,,,,,,
050US38055,38055,,,,,,
050US54093,54093,487.33,3496.38,,401.0,2877.0,
050US48501,48501,524.59,8393.44,,24.0,384.0,
050US28161,28161,,,,,,
050US16041,16041,,,,,,
050US50021,50021,,,,,,
050US51163,51163,621.02,7965.64,,143.14,1836.0,
050US51145,51145,,,,,,
050US51035,51035,591.93,5343.84,257.99,627.5,5665.0,273.5
050US51630,51630,932.39,7321.4,,2276.16,17873.0,
050US51005,51005,711.96,8856.49,,103.54,1288.0,
050US02070,2070,,,,,,
050US02050,2050,,,,,,
050US02185,2185,,,,,,
050US02188,2188,,,,,,
050US31117,31117,,,,,,
050US78030,78030,,,,,,
050US23007,23007,,,,,,
050US08037,8037,91.33,3979.44,,35.0,1525.0,
050US08091,8091,,,,,,
050US08027,8027,,7617.39,,,219.0,
050US31103,31103,,,,,,
050US08111,8111,,,,,,
050US02150,2150,,,,,,
050US01101,1101,,,,,,
050US51063,51063,591.93,5343.84,257.99,627.5,5665.0,273.5
050US51167,51167,1935.6,13204.63,,3143.22,21443.0,
050US51047,51047,214.97,7985.81,,73.3,2723.0,
050US53041,53041,,,,,,
050US51003,51003,297.36,3720.74,,338.14,4231.0,
050US13195,13195,463.62,8833.9,,92.0,1753.0,
050US13039,13039,417.71,6037.76,,154.0,2226.0,
050US13033,13033,684.17,10453.26,,104.0,1589.0,
050US13127,13127,867.32,10263.89,,446.0,5278.0,
050US13185,13185,809.76,9164.75,,645.0,7300.0,
050US13105,13105,783.46,13643.94,,94.0,1637.0,
050US37165,37165,501.97,20641.77,,107.0,4400.0,
050US19045,19045,266.58,6397.95,,75.0,1800.0,
050US19147,19147,,,,,,
050US18173,18173,241.34,5389.92,,99.0,2211.0,
050US18019,18019,540.49,3754.96,,437.0,3036.0,
050US19063,19063,,,,,,
050US20081,20081,,,,,,
050US21115,21115,599.55,9091.08,,315.5,4784.0,
050US21155,21155,2271.63,15074.65,,283.0,1878.0,
050US17043,17043,,,,,,
050US17153,17153,,,,,,
050US17165,17165,,,,,,
050US39049,39049,,,,,,
050US06067,6067,297.79,3217.34,,3112.0,33622.0,
050US06073,6073,187.21,2321.89,,4130.0,51223.0,
050US06089,6089,379.06,7189.39,,416.0,7890.0,
050US36045,36045,208.1,2112.83,,157.0,1594.0,
050US36105,36105,196.49,1905.37,,99.0,960.0,
050US36031,36031,198.27,2458.58,,45.0,558.0,
050US36107,36107,146.11,1885.89,,43.0,555.0,
050US48245,48245,685.65,7574.49,,1103.0,12185.0,
050US48499,48499,524.96,4653.93,,141.0,1250.0,
050US48373,48373,563.56,20567.05,,194.0,7080.0,
050US48427,48427,773.48,6860.28,,314.0,2785.0,
050US48157,48157,137.31,2096.61,,804.0,12276.0,
050US48467,48467,381.57,5744.32,,147.0,2213.0,
050US48465,48465,,,,,,
050US48481,48481,566.61,7741.0,,145.0,1981.0,
050US48103,48103,1033.41,9059.59,,30.0,263.0,
050US48035,48035,533.38,6547.73,,58.0,712.0,
050US48127,48127,1664.68,23047.96,,84.0,1163.0,
050US48175,48175,690.81,7622.68,,29.0,320.0,
050US40027,40027,,,,,,
050US40145,40145,148.56,5598.13,,82.0,3090.0,
050US40079,40079,418.9,6568.27,,128.0,2007.0,
050US40067,40067,,,,,,
050US41041,41041,,,,,,
050US41033,41033,,,,,,
050US41067,41067,,,,,,
050US06051,6051,261.81,5509.39,,23.0,484.0,
050US05075,5075,,,,,,
050US05057,5057,471.94,14218.29,,55.0,1657.0,
050US05131,5131,,,,,,
050US06091,6091,,,,,,
050US16033,16033,,,,,,
050US48007,48007,854.4,14076.62,,122.0,2010.0,
050US48393,48393,,,,,,
050US48399,48399,401.27,12004.68,,24.0,718.0,
050US48015,48015,290.4,5275.61,,54.0,981.0,
050US45003,45003,,,,,,
050US45019,45019,390.46,4047.7,,1078.0,11175.0,
050US45041,45041,499.98,5791.17,,429.0,4969.0,
050US45077,45077,307.73,3652.91,,278.0,3300.0,
050US45075,45075,,,,,,
050US21229,21229,,,,,,
050US47105,47105,387.2,3024.99,,128.0,1000.0,
050US47157,47157,619.28,4209.84,,3642.0,24758.0,
050US47025,47025,940.5,10523.03,,196.0,2193.0,
050US47121,47121,1035.2,11070.52,,85.0,909.0,
050US47063,47063,717.45,9183.33,,295.0,3776.0,
050US47073,47073,797.14,7135.79,,290.0,2596.0,
050US46009,46009,,,,,,
050US46057,46057,,,,,,
050US20101,20101,,,,,,
050US56013,56013,,,,,,
050US54039,54039,397.83,4619.6,,500.0,5806.0,
050US54033,54033,683.39,4171.32,213.48,1559.0,9516.0,487.0
050US54045,54045,981.27,6492.86,71.63,548.0,3626.0,40.0
050US16049,16049,,,,,,
050US12065,12065,666.88,6174.03,,62.0,574.0,
050US12007,12007,638.26,10890.69,,111.0,1894.0,
050US29183,29183,,,,,,
050US29195,29195,,,,,,
050US29143,29143,,,,,,
050US37017,37017,1131.0,9309.46,,199.0,1638.0,
050US42127,42127,,,,,,
050US42133,42133,,,,,,
050US42063,42063,,,,,,
050US44005,44005,,,,,,
050US55057,55057,390.04,9450.95,,65.0,1575.0,
050US48001,48001,587.24,4980.26,,235.0,1993.0,
050US48025,48025,436.66,6977.18,,93.0,1486.0,
050US48401,48401,282.31,9895.52,,97.0,3400.0,
050US48233,48233,247.37,566.55,,31.0,71.0,
050US40133,40133,,,,,,
050US41039,41039,,,,,,
050US05119,5119,496.55,5727.32,,1267.0,14614.0,
050US05139,5139,,,,,,
050US05045,5045,588.18,4399.78,,508.0,3800.0,
050US05109,5109,,,,,,
050US05021,5021,,,,,,
050US05121,5121,,,,,,
050US27021,27021,,,,,,
050US27173,27173,,,,,,
050US16073,16073,,,,,,
050US37143,37143,,,,,,
050US38077,38077,,,,,,
050US38045,38045,,,,,,
050US38059,38059,,,,,,
050US54063,54063,362.54,3599.91,,540.0,5362.0,
050US54057,54057,444.99,3114.9,,219.0,1533.0,
050US28049,28049,598.48,3525.48,,842.0,4960.0,
050US45005,45005,,,,,,
050US22033,22033,502.35,2316.25,,1493.0,6884.0,
050US47033,47033,580.79,11615.75,,50.0,1000.0,
050US47081,47081,785.59,9384.82,,130.0,1553.0,
050US47093,47093,408.6,6076.69,,1345.0,20003.0,
050US47013,47013,1060.36,9829.46,,263.0,2438.0,
050US47181,47181,1214.54,7169.4,,134.0,791.0,
050US46083,46083,,,,,,
050US46117,46117,,,,,,
050US47057,47057,497.61,8799.84,,76.0,1344.0,
050US47019,47019,683.09,7437.83,,242.0,2635.0,
050US46041,46041,,,,,,
050US20129,20129,,,,,,
050US54099,54099,379.73,2832.23,,554.0,4132.0,
050US54085,54085,683.39,4171.32,213.48,1559.0,9516.0,487.0
050US56035,56035,290.87,6631.76,,15.0,342.0,
050US54065,54065,339.56,3229.21,,457.0,4346.0,
050US51073,51073,105.43,1179.51,,26.1,292.0,
050US51036,51036,434.65,4676.81,223.34,1431.88,15407.0,735.75
050US51595,51595,2473.52,14401.64,,277.38,1615.0,
050US28051,28051,,,,,,
050US28055,28055,,,,,,
050US12029,12029,1115.1,10229.81,,115.0,1055.0,
050US16015,16015,,,,,,
050US16085,16085,,,,,,
050US16027,16027,,,,,,
050US50025,50025,,,,,,
050US13013,13013,501.39,8372.74,,299.0,4993.0,
050US13313,13313,638.54,8170.1,,429.0,5489.0,
050US34041,34041,,,,,,
050US53033,53033,124.34,2427.55,,1967.0,38403.0,
050US01063,1063,,,,,,
050US31167,31167,,,,,,
050US21037,21037,509.94,4169.39,,312.0,2551.0,
050US51105,51105,1935.6,13204.63,,3143.22,21443.0,
050US25005,25005,167.86,2110.24,,639.0,8033.0,
050US37139,37139,731.71,5312.5,,192.0,1394.0,
050US37107,37107,577.52,7070.83,,189.0,2314.0,
050US20019,20019,,,,,,
050US36043,36043,190.99,1399.65,,70.0,513.0,
050US12001,12001,442.43,3053.68,,878.0,6060.0,
050US12083,12083,826.0,5319.03,,1827.0,11765.0,
050US08071,8071,,,,,,
050US48391,48391,1003.51,23080.78,,40.0,920.0,
050US48161,48161,302.24,7033.16,,37.0,861.0,
050US48403,48403,252.48,7754.73,,14.0,430.0,
050US30071,30071,,,,,,
050US30063,30063,,,,,,
050US30089,30089,,,,,,
050US30105,30105,,,,,,
050US30023,30023,,,,,,
050US49013,49013,,,,,,
050US49037,49037,,,,,,
050US49023,49023,,,,,,
050US36019,36019,250.5,3472.33,,130.0,1802.0,
050US48457,48457,179.84,4258.97,,22.0,521.0,
050US48167,48167,345.56,6541.57,,804.0,15220.0,
050US48139,48139,383.41,3594.99,,534.0,5007.0,
050US48491,48491,117.71,2231.01,,533.0,10102.0,
050US48061,48061,455.67,2677.27,,1212.0,7121.0,
050US48349,48349,635.15,6173.39,,214.0,2080.0,
050US12103,12103,513.31,5698.61,,3009.0,33405.0,
050US12041,12041,391.66,5185.19,,46.0,609.0,
050US08059,8059,281.22,3794.61,,1088.0,14681.0,
050US09001,9001,,,,,,
050US10003,10003,,,,,,
050US12033,12033,711.93,5646.94,,1498.0,11882.0,
050US29037,29037,,,,,,
050US29203,29203,,,,,,
050US29041,29041,,,,,,
050US26047,26047,,,,,,
050US26147,26147,,,,,,
050US26119,26119,,,,,,
050US26153,26153,,,,,,
050US72107,72107,,,,,,
050US69110,69110,,,,,,
050US69085,69085,,,,,,
050US04025,4025,,,,,,
050US04027,4027,328.76,5126.11,,402.0,6268.0,
050US36085,36085,111.96,391.7,,6200.0,21691.0,
050US36067,36067,193.89,2441.16,,581.0,7315.0,
050US06023,6023,297.9,10610.3,,261.0,9296.0,
050US06035,6035,472.9,5480.61,,95.0,1101.0,
050US32003,32003,257.52,5085.75,,3948.0,77968.0,
050US32033,32033,,,,,,
050US23005,23005,,,,,,
050US21089,21089,484.6,6621.31,,104.0,1421.0,
050US22117,22117,933.43,4761.22,,258.0,1316.0,
050US20091,20091,185.96,3035.82,,747.0,12195.0,
050US22123,22123,536.42,8894.27,,31.0,514.0,
050US23017,23017,,,,,,
050US22125,22125,1708.46,10360.98,,186.0,1128.0,
050US21139,21139,,,,,,
050US51069,51069,544.58,4576.99,,732.34,6155.0,
050US23025,23025,517.99,4843.98,,165.0,1543.0,
050US24005,24005,169.66,1157.3,,917.0,6255.0,
050US24043,24043,354.13,1564.59,,354.0,1564.0,
050US25021,25021,78.97,398.82,,376.0,1899.0,
050US24009,24009,177.13,3113.57,,109.0,1916.0,
050US37013,37013,199.49,9667.77,,52.0,2520.0,
050US37101,37101,175.38,5102.68,,272.0,7914.0,
050US37035,37035,322.04,5957.34,,335.0,6197.0,
050US37019,37019,176.87,7655.72,,148.0,6406.0,
050US41001,41001,,,,,,
050US05145,5145,,,,,,
050US05107,5107,,,,,,
050US05007,5007,,,,,,
050US48185,48185,369.5,5074.16,,71.0,975.0,
050US30031,30031,,,,,,
050US30099,30099,,,,,,
050US49045,49045,,,,,,
050US49029,49029,,,,,,
050US50027,50027,,,,,,
050US48091,48091,346.04,4643.47,,406.0,5448.0,
050US08049,8049,190.1,7622.85,,20.0,802.0,
050US12053,12053,522.59,4006.83,,634.0,4861.0,
050US29207,29207,,,,,,
050US25015,25015,127.89,578.57,,145.0,656.0,
050US48319,48319,46.6,4007.46,,1.0,86.0,
050US72023,72023,,,,,,
050US27171,27171,,,,,,
050US37029,37029,,,,,,
050US48425,48425,618.39,6183.89,,38.0,380.0,
050US26083,26083,,,,,,
050US22041,22041,7177.32,17594.35,,833.0,2042.0,
050US22083,22083,11490.23,19324.1,,1411.0,2373.0,
050US54075,54075,487.33,3496.38,,401.0,2877.0,
050US45071,45071,,,,,,
050US22101,22101,1068.88,16139.06,,313.0,4726.0,
050US47119,47119,414.24,8462.96,,286.0,5843.0,
050US47021,47021,312.85,9816.97,,87.0,2730.0,
050US47049,47049,1006.71,11478.23,,117.0,1334.0,
050US54081,54081,362.54,3599.91,,540.0,5362.0,
050US54021,54021,562.36,3902.46,,330.0,2290.0,
050US51175,51175,429.08,4414.89,,48.4,498.0,
050US51179,51179,932.39,7321.4,,2276.16,17873.0,
050US51127,51127,505.9,3746.75,,1265.03,9369.0,
050US13091,13091,804.46,10806.0,,104.0,1397.0,
050US28151,28151,,,,,,
050US29087,29087,,,,,,
050US13163,13163,1079.1,15306.44,,103.0,1461.0,
050US13051,13051,593.02,3775.89,,1179.0,7507.0,
050US13289,13289,582.65,8998.71,,27.0,417.0,
050US01023,1023,,,,,,
050US53035,53035,,,,,,
050US51187,51187,796.44,8116.47,,463.35,4722.0,
050US01069,1069,,,,,,
050US21195,21195,914.41,9847.5,,325.0,3500.0,
050US22105,22105,737.2,5970.22,,650.0,5264.0,
050US37061,37061,346.79,5642.91,,103.0,1676.0,
050US37051,37051,292.38,2607.48,,648.0,5779.0,
050US20059,20059,,,,,,
050US39105,39105,,,,,,
050US06045,6045,396.02,7914.67,,207.0,4137.0,
050US08001,8001,224.38,3415.74,,812.0,12361.0,
050US08077,8077,389.91,5088.99,,386.0,5038.0,
050US12131,12131,509.32,6263.16,,266.0,3271.0,
050US30033,30033,,,,,,
050US48041,48041,437.82,5167.36,,775.0,9147.0,
050US48489,48489,602.77,203.44,,80.0,27.0,
050US48303,48303,637.82,5565.87,,1367.0,11929.0,
050US40023,40023,888.63,15864.93,,75.0,1339.0,
050US41019,41019,254.83,6656.37,,165.0,4310.0,
050US41031,41031,,,,,,
050US05061,5061,,,,,,
050US45081,45081,,,,,,
050US45065,45065,,,,,,
050US47085,47085,726.63,16044.43,,87.0,1921.0,
050US54031,54031,444.99,3114.9,,219.0,1533.0,
050US26107,26107,,,,,,
050US72127,72127,,,,,,
050US27107,27107,,,,,,
050US48235,48235,,,,,,
050US54103,54103,400.98,3580.85,,330.0,2947.0,
050US16023,16023,,,,,,
050US51085,51085,459.29,4555.28,,329.5,3268.0,
050US02013,2013,,,,,,
050US08043,8043,349.67,7589.76,,112.0,2431.0,
050US08109,8109,,,,,,
050US34013,34013,,,,,,
050US01071,1071,,,,,,
050US13029,13029,158.95,5105.54,,50.0,1606.0,
050US13305,13305,564.69,13179.39,,112.0,2614.0,
050US37085,37085,233.0,2848.14,,210.0,2567.0,
050US18179,18179,447.23,7086.02,,77.0,1220.0,
050US18025,18025,640.24,11341.46,,42.0,744.0,
050US21055,21055,4127.51,17007.55,,224.0,923.0,
050US20161,20161,,,,,,
050US21237,21237,786.28,5058.35,,667.0,4291.0,
050US17189,17189,,,,,,
050US06059,6059,187.34,3284.12,,3939.0,69052.0,
050US06007,6007,351.95,6203.59,,474.0,8355.0,
050US01077,1077,,,,,,
050US53031,53031,,,,,,
050US22057,22057,1204.02,3366.74,,746.0,2086.0,
050US51117,51117,939.68,7213.76,,432.6,3321.0,
050US51027,51027,1935.6,13204.63,,3143.22,21443.0,
050US24011,24011,213.08,4200.01,,45.0,887.0,
050US42029,42029,202.6,1050.79,,713.0,3698.0,
050US42017,42017,,,,,,
